assists,bonus,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,id,in_dreamteam,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,0,None,None,0,229817,0,0,-1,1,0,3,0.3,0.0,0,Valdimar,0.0,11,0,279,False,395,,None,64,0,0,0,229817.jpg,1.3,0,0,Ingimundarson,0.1,False,None,a,13,2364,19,5,0,22,0,0.0,3.0,Ingimundarson,2
1,0,100,100,1,61979,0,0,-3,3,0,3,3.0,0.0,1,Kristoffer,0.0,10,3,280,False,564,,2021-05-09T12:32:42.594898Z,57,0,0,0,61979.jpg,2.1,0,0,Tokstad,0.2,False,None,a,13,2364,40,65,0,94,0,0.0,7.0,Tokstad,1
5,8,100,100,7,223091,0,0,0,0,1,3,2.0,0.0,1,Halldor,0.0,35,2,281,False,2412,,2021-08-29T17:28:48.796417Z,60,0,0,0,223091.jpg,3.1,0,0,Stenevik,0.6,False,None,a,13,2364,90,998,0,842,0,0.0,15.0,Stenevik,6
0,0,0,0,0,486149,0,0,0,0,0,3,0.0,0.0,0,Mustapha,0.0,0,0,282,False,0,Utlånt til Ørn Horten,2021-04-17T11:28:02.323128Z,55,0,0,0,486149.jpg,0.0,0,0,Fofana,0.0,False,None,u,13,2364,0,0,0,8,0,0.0,0.0,Fofana,0
4,8,None,None,8,96123,0,0,0,0,2,3,2.0,0.0,2,Herman,0.0,40,6,283,False,2560,,None,55,0,0,0,96123.jpg,3.9,0,0,Stengel,8.0,False,None,a,13,2364,112,8717,0,6123,0,0.0,20.4,Stengel,4
0,0,100,100,0,512750,0,0,-1,1,0,3,0.0,0.0,0,Aleksander,0.0,0,0,284,False,0,,2021-05-09T12:32:42.614792Z,44,0,0,0,512750.jpg,0.0,0,0,Stenseth,0.1,False,None,a,13,2364,0,21,0,29,0,0.0,0.0,Stenseth,0
0,0,0,0,0,508827,0,0,-1,1,0,3,0.0,0.0,0,Sebastian,0.0,0,0,285,False,0,Utlånt til Fram Larvik,2021-08-08T18:20:16.626477Z,44,0,0,0,508827.jpg,0.0,0,0,Pop,0.1,False,None,u,13,2364,0,6,0,15,0,0.0,0.0,Pop,0
0,1,100,100,5,489613,0,0,-1,1,0,3,0.7,0.0,0,Ipalibo,0.0,14,3,286,False,991,,2021-08-21T18:44:34.773917Z,44,0,0,0,489613.jpg,2.3,0,0,Jack,0.3,False,None,a,13,2364,50,91,0,134,0,0.0,11.4,Jack,3
1,3,None,None,2,223097,0,0,-1,1,0,3,1.7,0.0,1,Kreshnik,0.0,14,1,287,False,869,,None,44,0,0,0,223097.jpg,1.9,0,0,Krasniqi,0.2,False,None,a,13,2364,38,101,0,80,0,0.0,8.6,Krasniqi,3
2,13,100,100,9,477557,0,0,2,-2,2,3,3.0,0.0,2,Tobias Fjeld,0.0,24,5,288,False,1932,,2021-07-21T17:11:37.700607Z,47,0,0,0,477557.jpg,3.6,0,0,Gulliksen,5.0,False,None,a,13,2364,97,3160,0,1495,0,0.0,20.6,Gulliksen,5
5,15,None,None,7,169520,0,0,0,0,3,4,1.7,0.0,2,Fred,0.0,40,7,289,False,2480,,None,80,0,0,0,169520.jpg,3.7,0,0,Friday,8.3,False,None,a,13,2364,112,17727,0,14295,0,0.0,14.0,Friday,3
3,6,100,100,4,486134,0,0,-2,2,1,4,1.7,0.0,5,Moses,0.0,36,5,290,False,1800,,2021-07-28T10:46:07.155439Z,73,0,1,0,486134.jpg,2.9,0,0,Mawa,3.1,False,None,a,4,3835,77,1821,0,2141,0,0.0,10.5,Mawa,3
0,0,100,100,0,510693,0,0,-1,1,0,4,0.3,0.0,0,Simen Hjerkinn,0.0,0,0,291,False,9,,2021-05-09T12:32:42.634784Z,44,0,0,0,510693.jpg,1.0,0,0,Hammershaug,0.8,False,None,a,13,2364,1,274,0,762,0,0.0,0.2,Hammershaug,0
1,5,None,None,8,202266,0,0,2,-2,3,1,5.0,0.0,2,Jacob,0.0,44,0,292,False,2700,,None,47,0,0,1,202266.jpg,3.6,0,80,Karlstrøm,17.4,False,None,a,14,310,108,6175,0,8777,0,0.0,23.0,Karlstrøm,1
0,0,None,None,0,530116,0,0,-1,1,0,1,0.0,0.0,0,Mats,0.0,0,0,293,False,0,,None,39,0,0,0,530116.jpg,0.0,0,0,Trige,7.6,False,None,a,14,310,0,2906,0,2591,0,0.0,0.0,Trige,0
3,9,50,50,7,247414,0,0,10,-10,4,2,0.8,0.0,1,Tomas,0.0,42,5,294,True,2392,Syk - Sjanse for å spille: 75%,2021-12-10T16:47:57.513642Z,60,0,0,0,247414.jpg,4.2,0,0,Totland,19.2,False,None,d,14,310,114,14898,0,7996,0,0.0,19.0,Totland,3
1,0,100,100,3,185767,0,0,-2,2,0,2,1.0,0.0,0,Lasse,0.0,21,0,295,False,1122,,2021-09-24T13:55:46.677601Z,48,1,0,0,185767.jpg,1.9,0,0,Nilsen,0.6,False,None,a,14,310,32,157,0,727,0,0.0,6.7,Nilsen,2
0,4,100,100,5,202265,0,0,-2,2,0,2,2.3,0.0,0,Jostein,0.0,27,0,296,False,1590,,2021-09-12T19:37:57.099330Z,43,0,0,0,202265.jpg,2.6,0,0,Gundersen,0.8,False,None,a,14,310,46,625,0,937,0,0.0,10.7,Gundersen,6
1,1,100,100,6,476896,0,0,0,0,0,2,1.7,0.0,1,Anders,0.0,39,1,297,False,2038,,2021-09-24T13:55:46.698480Z,45,0,0,0,476896.jpg,2.4,1,0,Jenssen,1.1,False,None,a,14,310,63,605,0,834,0,0.0,14.0,Jenssen,3
1,0,None,None,2,115929,0,0,-3,3,0,2,4.3,0.0,0,Adam,0.0,8,1,298,False,525,,None,42,0,0,0,115929.jpg,2.4,0,0,Arnarson,0.3,False,None,a,14,310,31,121,0,158,0,0.0,7.4,Arnarson,1
0,11,100,100,4,61921,0,0,-1,1,3,2,5.0,0.0,1,Simen,0.0,38,3,299,False,1901,,2021-11-21T18:24:15.853629Z,44,0,0,0,61921.jpg,2.8,0,0,Wangberg,6.2,False,None,a,12,278,73,3063,0,4259,0,0.0,16.6,Wangberg,4
0,0,100,100,0,63797,0,0,-2,2,0,2,0.0,0.0,1,Magnus,0.0,1,0,300,False,45,,2021-05-05T14:25:22.287183Z,43,0,0,0,63797.jpg,1.0,0,0,Andersen,0.0,False,None,a,14,310,7,5,0,17,0,0.0,1.6,Andersen,0
0,0,100,100,3,504883,0,0,0,0,0,2,0.3,0.0,1,Isak,0.0,35,1,301,False,1764,,2021-09-24T13:55:46.716926Z,45,0,0,0,504883.jpg,2.0,0,0,Helstad Amundsen,0.9,False,None,a,14,310,49,376,0,574,0,0.0,10.9,Helstad Amundsen,3
0,0,None,None,5,478734,0,0,0,0,0,2,4.3,0.0,1,Casper,0.0,9,0,302,False,800,,None,40,0,0,0,478734.jpg,2.4,0,0,Øyvann,5.8,False,None,a,14,310,43,3503,0,2638,0,0.0,10.8,Øyvann,1
7,12,100,100,8,206551,0,0,-1,1,2,3,3.3,0.0,2,Eric,0.0,37,4,303,False,2369,,2021-07-02T16:00:38.066661Z,74,0,0,0,206551.jpg,4.0,0,0,Kitolano,3.7,False,None,a,14,310,112,3686,0,3356,0,0.0,15.1,Kitolano,3
0,0,100,100,0,185766,0,0,-3,3,0,3,0.0,0.0,0,Mikael,0.0,2,0,304,False,64,,2021-05-18T17:58:09.292010Z,62,0,0,0,185766.jpg,1.0,0,0,Ingebrigtsen,0.3,False,None,a,14,310,6,12,0,206,0,0.0,1.0,Ingebrigtsen,0
0,2,0,0,2,164722,0,0,-3,3,0,3,0.0,0.0,0,Kent-Are,0.0,24,1,305,False,1224,Kneskade,2021-08-29T17:49:56.289098Z,57,0,1,0,164722.jpg,2.1,0,0,Antonsen,0.1,False,None,i,14,310,34,18,0,81,0,0.0,6.0,Antonsen,2
0,0,None,None,3,113828,0,0,-4,4,0,3,0.7,0.0,1,Daniel,0.0,25,0,306,False,998,,None,56,0,0,0,113828.jpg,1.4,0,0,Berntsen,0.3,False,None,a,14,310,32,100,0,188,0,0.0,5.7,Berntsen,2
3,10,None,None,8,61876,0,0,-3,3,0,3,3.3,0.0,2,Ruben,0.0,43,0,307,False,2610,,None,47,0,0,0,61876.jpg,2.8,0,0,Yttergård Jenssen,2.0,False,None,a,14,310,82,517,0,1252,0,0.0,17.4,Yttergård Jenssen,3
0,0,None,None,0,482554,0,0,-2,2,0,3,0.0,0.0,0,Tomas,0.0,0,0,308,False,0,,None,43,0,0,0,482554.jpg,0.0,0,0,Stabell,0.4,False,None,a,14,310,0,212,0,159,0,0.0,0.0,Stabell,0
2,19,100,100,7,476941,0,0,9,-9,3,3,4.3,0.0,0,August,0.0,33,8,309,False,2278,,2021-09-13T12:56:58.139758Z,54,0,0,0,476941.jpg,4.5,0,0,Mikkelsen,20.6,False,None,a,14,310,122,13979,0,7826,0,0.0,22.6,Mikkelsen,2
5,0,100,100,3,171039,0,0,-3,3,0,4,1.7,0.0,1,Runar,0.0,9,0,310,False,814,,2021-09-26T16:54:21.647603Z,72,0,0,0,171039.jpg,2.3,0,0,Espejord,1.3,False,None,a,14,310,39,265,0,1852,0,0.0,5.4,Espejord,0
3,4,100,100,6,432506,0,0,-1,1,1,4,1.0,0.0,2,Moses,0.0,28,8,311,False,1584,,2021-09-14T14:28:54.521246Z,54,0,0,0,432506.jpg,3.7,0,0,Ebiye,18.7,False,None,a,14,310,86,20591,0,22344,0,0.0,15.9,Ebiye,0
0,0,0,0,0,497951,0,0,0,0,0,4,0.0,0.0,0,Tobias,0.0,0,0,312,False,5,Utlånt til Arendal,2021-06-02T10:44:12.010093Z,45,0,0,0,497951.jpg,1.0,0,0,Hafstad,2.6,False,None,u,14,310,1,899,0,3229,0,0.0,0.2,Hafstad,0
1,0,0,0,2,223081,0,0,-1,1,1,1,0.0,0.0,0,Kristoffer,0.0,20,0,313,False,1260,Solgt til Leeds,2021-07-31T08:41:43.397789Z,54,0,0,0,223081.jpg,2.8,0,30,Klaesson,11.3,False,None,u,15,311,39,1737,0,8991,0,0.0,7.2,Klaesson,1
0,4,0,0,3,198242,0,0,-1,1,1,1,0.0,0.0,0,Christian Kjetil,0.0,15,0,314,False,1223,Skulderskade - Ute resten av sesongen,2021-11-28T12:23:03.705811Z,49,0,0,0,198242.jpg,3.6,0,44,Haug,1.8,False,None,i,15,311,50,1046,0,943,0,0.0,10.2,Haug,0
6,10,100,100,4,247416,0,0,-1,1,3,2,4.3,0.0,3,Christian,0.0,28,3,315,False,2022,,2021-10-17T13:30:33.376698Z,59,0,0,0,247416.jpg,4.0,0,0,Borchgrevink,26.5,False,None,a,15,311,96,11582,0,19334,0,0.0,16.3,Borchgrevink,5
0,2,0,0,0,245748,0,0,-1,1,0,2,0.0,0.0,0,Felix Horn,0.0,32,0,316,False,1622,Brukket tå,2021-12-08T19:47:05.733712Z,54,0,0,0,245748.jpg,1.3,0,0,Myhre,1.7,False,None,i,2,303,28,57,0,459,0,0.0,5.2,Myhre,1
0,0,100,100,4,164716,0,0,-2,2,0,2,3.3,0.0,1,Ivan,0.0,30,0,317,False,2187,,2021-10-28T18:00:07.564505Z,53,1,0,0,164716.jpg,2.1,0,0,Näsberg,7.3,False,None,a,15,311,55,489,0,5031,0,0.0,10.4,Näsberg,2
0,0,0,0,2,169974,0,0,-1,1,0,2,0.0,0.0,0,Sam,0.0,15,0,318,False,1080,Solgt til Hatayspor,2021-07-23T09:32:13.408300Z,54,0,0,0,169974.jpg,2.2,0,0,Adekugbe,3.3,False,None,u,15,311,26,468,0,1672,0,0.0,4.8,Adekugbe,2
1,9,100,100,6,62018,0,0,3,-3,3,2,3.3,0.0,0,Jonatan,0.0,30,3,319,False,2475,,2021-06-14T11:11:14.312827Z,58,0,0,0,62018.jpg,3.5,0,0,Tollås Nation,15.7,False,None,a,15,311,98,12771,0,7482,0,0.0,16.9,Tollås Nation,4
0,0,100,100,1,449399,0,0,-2,2,0,2,0.0,0.0,0,Brage,0.0,8,0,320,False,499,,2021-05-27T19:23:26.458757Z,43,0,0,0,449399.jpg,1.6,0,0,Skaret,0.2,False,None,a,15,311,13,79,0,138,0,0.0,3.0,Skaret,1
0,0,None,None,0,508423,0,0,-1,1,0,2,0.0,0.0,0,Fredrik,0.0,0,0,321,False,12,,None,39,0,0,0,508423.jpg,1.0,0,0,Holmé,0.5,False,None,a,15,311,1,128,0,126,0,0.0,0.3,Holmé,0
0,0,0,0,0,61968,0,0,-1,1,0,2,0.0,0.0,0,Amin,0.0,0,0,322,False,0,Kontrakt terminert,2021-06-19T11:23:14.244515Z,39,0,0,0,61968.jpg,0.0,0,0,Nouri,1.0,False,None,u,15,311,0,197,0,659,0,0.0,0.0,Nouri,0
0,0,None,None,0,450037,0,0,-1,1,0,2,0.0,0.0,0,Oskar,0.0,0,0,323,False,0,,None,39,0,0,0,450037.jpg,0.0,0,0,Opsahl,0.4,False,None,a,15,311,0,146,0,137,0,0.0,0.0,O. Opsahl,0
6,3,100,100,9,431837,0,0,-3,3,1,3,3.3,0.0,2,Amor,0.0,26,3,324,False,2131,,2021-09-19T16:27:19.014437Z,102,0,0,0,431837.jpg,3.4,0,0,Layouni,2.0,False,None,a,15,311,95,2950,0,2808,0,0.0,9.3,Layouni,4
3,10,0,0,1,247417,0,0,0,0,2,3,0.0,0.0,0,Aron,0.0,14,6,325,False,762,Solgt til Standard Liège,2021-07-23T16:58:07.829253Z,100,0,1,0,247417.jpg,6.4,0,0,Dønnum,12.3,False,None,u,15,311,64,10241,0,18635,0,0.0,6.4,Dønnum,2
5,22,None,None,7,161019,0,0,-2,2,4,3,5.3,0.0,1,Henrik Rørvik,0.0,36,4,326,False,2655,,None,83,0,0,0,161019.jpg,4.0,0,0,Bjørdal,2.6,False,None,a,15,311,121,2017,0,1839,0,0.0,14.6,Bjørdal,3
7,22,100,100,7,471203,0,0,1,-1,2,3,4.0,0.0,2,Osame,0.0,28,2,327,False,2184,,2021-10-27T06:59:52.271220Z,81,0,0,0,471203.jpg,4.0,0,0,Sahraoui,6.2,False,None,a,15,311,109,2373,0,4450,0,0.0,13.5,Sahraoui,2
2,9,None,None,4,445898,0,0,-2,2,2,3,3.3,0.0,2,Tobias,0.0,31,3,328,False,2126,,None,68,0,0,0,445898.jpg,2.7,0,0,Christensen,3.2,False,None,a,15,311,82,210,0,1134,0,0.0,12.1,Christensen,3
1,2,100,100,2,476928,0,0,-1,1,0,3,3.3,0.0,1,Odin,0.0,9,3,329,False,836,,2021-04-08T11:10:26.271964Z,54,0,0,0,476928.jpg,2.4,0,0,Thiago Holm,0.4,False,None,a,15,311,45,212,0,146,0,0.0,8.3,Thiago Holm,2
0,0,100,100,1,477563,0,0,-3,3,0,3,1.3,0.0,1,Seedy,0.0,16,2,330,False,755,,2021-10-27T06:59:52.291951Z,47,0,0,0,477563.jpg,1.6,0,0,Jatta,0.2,False,None,a,15,311,38,110,0,124,0,0.0,8.1,Jatta,0
2,1,None,None,6,111819,0,0,0,0,0,3,5.7,0.0,2,Fredrik,0.0,37,2,331,False,2696,,None,50,1,0,0,111819.jpg,2.7,0,0,Oldrup Jensen,1.6,False,None,a,15,311,81,863,0,948,0,0.0,16.2,Oldrup Jensen,0
2,7,None,None,5,461191,0,0,-2,2,0,3,3.7,0.0,3,Sakarias,0.0,15,0,332,False,1205,,None,48,0,0,0,461191.jpg,2.4,0,0,Opsahl,0.1,False,None,a,14,310,51,26,0,33,0,0.0,10.6,S. Opsahl,2
1,1,0,0,6,63162,0,0,-3,3,0,4,0.0,0.0,0,Vidar,0.0,16,5,333,False,1304,Fotskade - Ute resten av sesongen,2021-11-21T15:29:16.656095Z,112,0,0,0,63162.jpg,3.2,0,0,Kjartansson,8.6,False,None,i,15,311,57,1948,0,8810,0,0.0,5.1,Kjartansson,0
4,4,None,None,3,225952,0,0,-4,4,1,4,4.3,0.0,2,Henrik,0.0,16,6,334,False,1144,,None,81,0,0,0,225952.jpg,3.0,0,0,Udahl,3.8,False,None,a,15,311,76,5804,0,5089,0,0.0,9.4,Udahl,0
0,9,None,None,3,179758,0,0,-1,1,1,1,0.0,0.0,0,Sosha,0.0,39,0,335,False,1980,,None,49,1,0,1,179758.jpg,3.1,0,68,Makani,6.4,False,None,a,16,3199,69,3490,0,3406,0,0.0,14.1,Makani,0
0,0,0,0,0,510692,0,0,0,0,0,1,0.0,0.0,0,Gard,0.0,0,0,336,False,0,Signert for Asker,2021-08-11T18:25:41.335205Z,40,0,0,0,510692.jpg,0.0,0,0,Thomas,1.4,False,None,u,16,3199,0,317,0,642,0,0.0,0.0,Thomas,0
0,2,None,None,1,443269,0,0,1,-1,0,1,3.0,0.0,1,Idar Nordby,0.0,13,0,337,False,720,,None,41,0,0,0,443269.jpg,3.2,0,36,Lysgård,2.6,False,None,a,16,3199,26,988,0,614,0,0.0,6.3,Lysgård,0
0,10,100,100,4,206042,0,0,0,0,3,2,2.3,0.0,1,Markus,0.0,50,3,338,False,2610,,2021-10-27T17:40:31.703617Z,50,0,1,0,206042.jpg,2.7,0,0,Nakkim,7.3,False,None,a,16,3199,79,5003,0,4328,0,0.0,15.8,Nakkim,4
1,8,0,0,3,224052,0,0,1,-1,2,2,0.0,0.0,0,Sondre,0.0,21,1,339,False,1440,Solgt til Motherwell,2021-08-28T16:37:00.124163Z,51,0,0,0,224052.jpg,3.3,0,0,Solholm Johansen,2.0,False,None,u,16,3199,53,5567,0,4727,0,0.0,10.4,Solholm Johansen,1
2,0,100,100,1,164630,0,0,-2,2,0,2,1.0,0.0,0,Joachim,0.0,27,0,340,False,1182,,2021-11-21T13:04:08.426280Z,43,0,0,0,164630.jpg,1.3,0,0,Olsen Solberg,0.7,False,None,a,16,3199,36,161,0,278,0,0.0,8.4,Olsen Solberg,4
0,1,0,0,0,250812,0,0,0,0,0,2,0.0,0.0,0,William,0.0,13,0,341,False,615,Solgt til Lyn,2021-08-31T20:31:08.714437Z,45,0,0,0,250812.jpg,1.1,0,0,Sell,0.0,False,None,u,16,3199,11,13,0,18,0,0.0,2.4,Sell,3
3,7,100,100,3,225429,0,0,-1,1,1,2,1.3,0.0,1,Nikolas,0.0,41,2,342,False,2256,,2021-11-20T18:31:04.461358Z,44,0,0,0,225429.jpg,2.7,0,0,Walstad,3.1,False,None,a,16,3199,75,3340,0,2438,0,0.0,17.0,Walstad,4
1,2,100,100,3,509523,0,0,-4,4,3,2,3.0,0.0,1,Syver Skaar,0.0,22,2,343,False,1013,,2021-05-12T20:47:53.017648Z,41,0,0,0,509523.jpg,3.0,0,0,Eriksen,1.0,False,None,a,16,3199,45,1098,0,842,0,0.0,11.0,Skaar Eriksen,3
0,0,None,None,0,484626,0,0,0,0,0,2,0.3,0.0,0,Adrian Aleksander,0.0,7,0,344,False,273,,None,40,0,0,0,484626.jpg,0.8,0,0,Hansen,0.9,False,None,a,16,3199,5,113,0,182,0,0.0,1.2,Hansen,1
2,0,None,None,3,105097,0,0,-2,2,0,3,2.7,0.0,2,Fredrik,0.0,28,2,345,False,1287,,None,58,0,0,0,105097.jpg,2.0,0,0,Brustad,0.4,False,None,a,16,3199,55,56,0,137,0,0.0,9.5,Brustad,1
3,6,None,None,4,420997,0,0,-1,1,2,3,3.7,0.0,1,Lars,0.0,39,8,346,False,2062,,None,59,0,0,0,420997.jpg,3.6,0,0,Olden Larsen,1.6,False,None,a,16,3199,108,906,0,396,0,0.0,18.3,Olden Larsen,2
1,2,0,0,2,84927,0,0,0,0,1,3,0.0,0.0,0,Tonny,0.0,3,1,347,False,420,Kontrakt terminert,2021-07-11T11:54:00.922030Z,60,0,1,0,84927.jpg,2.3,0,0,Brochmann,0.7,False,None,u,16,3199,21,596,0,690,0,0.0,3.5,Brochmann,1
0,2,100,100,4,111850,0,0,-3,3,0,3,0.3,0.0,2,Ole Amund,0.0,31,1,348,False,1618,,2021-08-08T17:56:04.215178Z,52,0,0,0,111850.jpg,2.0,0,0,Sveen,0.1,False,None,a,16,3199,49,85,0,81,0,0.0,9.4,Sveen,3
0,0,0,0,0,478728,0,0,-1,1,0,3,0.0,0.0,0,Alfred,0.0,0,0,349,False,24,Solgt til Hødd,2021-08-15T22:06:29.692184Z,54,0,0,0,478728.jpg,1.0,0,0,Schriven,0.0,False,None,u,16,3199,5,2,0,11,0,0.0,0.9,Schriven,0
2,0,100,100,4,63751,0,0,-1,1,0,3,1.7,0.0,2,Christian,0.0,22,0,350,False,1229,,2021-05-16T16:11:29.653915Z,49,0,1,0,63751.jpg,1.9,0,0,Gauseth,0.7,False,None,a,16,3199,40,53,0,203,0,0.0,8.2,Gauseth,3
1,0,100,100,3,185811,0,0,-1,1,0,3,2.0,0.0,1,Stian Semb,0.0,25,0,351,False,1401,,2021-10-31T18:35:52.944280Z,49,0,0,0,185811.jpg,1.6,0,0,Aasmundsen,0.2,False,None,a,16,3199,37,19,0,47,0,0.0,7.6,Aasmundsen,6
0,0,None,None,0,484634,0,0,-1,1,0,3,0.0,0.0,0,Frank,0.0,0,0,352,False,9,,None,49,0,0,0,484634.jpg,1.0,0,0,Bamenye,0.0,False,None,a,16,3199,1,2,0,4,0,0.0,0.2,Bamenye,0
0,0,100,100,1,518130,0,0,-1,1,0,3,0.3,0.0,1,Erik,0.0,18,0,353,False,676,,2021-06-10T22:12:42.863931Z,49,0,0,0,518130.jpg,1.5,0,0,Stavas Skistad,0.1,False,None,a,16,3199,19,12,0,36,0,0.0,3.9,Stavås Skistad,1
5,4,100,100,8,111848,0,0,-4,4,1,3,3.0,0.0,2,Martin,0.0,31,3,354,False,1979,,2021-05-30T13:47:50.160989Z,46,0,0,0,111848.jpg,3.1,0,0,Ovenstad,3.4,False,None,a,16,3199,90,6824,0,5026,0,0.0,19.6,Ovenstad,3
0,0,None,None,0,504692,0,0,-2,2,0,3,0.0,0.0,0,Magnus,0.0,2,0,355,False,45,,None,48,0,0,0,504692.jpg,1.0,0,0,Bækken,0.0,False,None,a,16,3199,4,2,0,5,0,0.0,0.8,Bækken,0
0,3,0,0,2,424140,0,0,-1,1,0,3,0.0,0.0,0,Isaac,0.0,35,1,356,False,1758,Suspendert,2021-12-05T18:26:04.150018Z,44,0,0,0,424140.jpg,2.0,0,0,Twum,0.5,False,None,s,16,3199,47,140,0,191,0,0.0,10.7,Twum,4
4,4,None,None,6,98733,0,0,-1,1,1,4,2.0,0.0,1,Benjamin,0.0,25,4,357,False,1680,,None,64,0,0,0,98733.jpg,2.7,0,0,Stokke,2.0,False,None,a,16,3199,75,2000,0,2045,0,0.0,11.7,Stokke,1
0,0,0,0,0,224084,0,0,-3,3,0,4,0.0,0.0,0,Ibrahim,0.0,0,1,358,False,103,Solgt til Jerv,2021-08-26T14:46:41.269210Z,57,0,0,0,224084.jpg,1.7,0,0,Shuaibu,1.2,False,None,u,16,3199,10,114,0,903,0,0.0,1.8,Shuaibu,0
1,10,None,None,7,143866,0,0,0,0,2,1,4.0,0.0,1,Jacob,0.0,52,0,359,False,2700,,None,50,1,0,2,143866.jpg,3.6,0,91,Storevik,10.6,False,None,a,17,3334,108,4547,0,4144,0,0.0,21.6,Storevik,0
0,0,0,0,0,102020,0,0,-1,1,0,1,0.0,0.0,0,Frederik,0.0,0,0,360,False,0,Kontrakt terminert,2021-07-07T19:22:41.492751Z,44,0,0,0,102020.jpg,0.0,0,0,Due,0.2,False,None,u,17,3334,0,7,0,67,0,0.0,0.0,Due,0
0,0,100,100,0,428435,0,0,0,0,0,1,0.0,0.0,0,Jesper,0.0,0,0,361,False,0,,2021-04-08T11:07:42.443640Z,40,0,0,0,428435.jpg,0.0,0,0,Granlund,0.3,False,None,a,17,3334,0,99,0,92,0,0.0,0.0,Granlund,0
0,4,0,0,2,42523,0,0,-2,2,1,2,0.0,0.0,1,Marc,0.0,24,1,362,False,1078,Strekk,2021-11-21T12:55:01.963744Z,48,0,0,0,42523.jpg,1.9,0,0,Vales González,1.4,False,None,i,17,3334,35,187,0,608,0,0.0,7.3,Marc Vales,5
0,2,100,100,7,191457,0,0,-1,1,0,2,1.0,0.0,1,Martin,0.0,37,1,363,False,2304,,2021-10-17T17:02:28.583422Z,44,0,0,0,191457.jpg,2.6,0,0,Kreuzriegler,8.3,False,None,a,17,3334,71,1382,0,3186,0,0.0,16.1,Kreuzriegler,5
2,11,0,0,5,192336,0,0,-2,2,2,2,0.0,0.0,0,Brice,0.0,37,0,364,False,1937,Suspendert,2021-12-05T18:32:31.609697Z,43,0,0,0,192336.jpg,2.8,0,0,Wembangomo,3.3,False,None,s,17,3334,66,4971,0,3955,0,0.0,15.3,Wembangomo,4
1,0,0,0,5,202256,0,0,-3,3,0,2,0.0,0.0,0,Mats,0.0,29,0,365,False,1474,Smell - Ute resten av sesongen,2021-10-14T10:55:36.460193Z,42,0,0,0,202256.jpg,2.7,0,0,Haakenstad,0.6,False,None,i,17,3334,46,717,0,648,0,0.0,11.0,Haakenstad,0
0,0,100,100,0,508436,0,0,-1,1,0,2,0.3,0.0,2,Lars,0.0,1,0,366,False,84,,2021-04-08T11:07:42.469853Z,44,0,0,0,508436.jpg,1.5,0,0,Markmanrud,0.0,False,None,a,17,3334,3,4,0,6,0,0.0,0.7,Markmanrud,0
0,2,100,100,5,447154,0,0,-1,1,1,2,1.3,0.0,1,Sander Moen,0.0,49,2,367,False,2429,,2021-08-29T18:02:53.603167Z,44,1,0,0,447154.jpg,2.3,0,0,Foss,2.5,False,None,a,17,3334,64,3936,0,2839,0,0.0,14.5,Foss,5
0,0,0,0,0,448183,0,0,0,0,0,2,0.0,0.0,0,Hermann,0.0,0,0,368,False,0,Utlånt til Fram IF,2021-06-06T19:52:20.223880Z,40,0,0,0,448183.jpg,0.0,0,0,Nilsen,0.6,False,None,u,17,3334,0,47,0,238,0,0.0,0.0,Nilsen,0
0,1,100,100,4,61967,0,0,-1,1,0,3,2.3,0.0,2,Harmeet,0.0,34,0,369,False,1715,,2021-11-21T17:36:20.749253Z,59,0,0,0,61967.jpg,2.0,0,0,Singh,0.3,False,None,a,17,3334,43,43,0,108,0,0.0,7.3,Singh,3
1,0,100,100,1,202250,0,0,-2,2,0,3,0.7,0.0,0,André,0.0,10,0,370,False,487,,2021-05-27T10:13:33.663467Z,53,0,1,0,202250.jpg,1.4,0,0,Södlund,0.1,False,None,a,17,3334,19,13,0,35,0,0.0,3.6,Södlund,1
8,19,100,100,6,202253,0,0,6,-6,6,3,7.3,0.0,2,Kristoffer,0.0,41,7,371,True,2084,,2021-09-18T13:38:51.072237Z,61,0,0,0,202253.jpg,5.1,0,0,Normann Hansen,12.9,False,None,a,17,3334,132,17793,0,12019,0,0.0,21.6,Normann Hansen,2
5,17,100,100,7,227283,0,0,9,-9,6,3,6.0,0.0,2,Vidar,0.0,46,11,372,True,2490,,2021-10-31T18:23:47.829257Z,59,0,0,0,227283.jpg,5.1,0,0,Ari Jónsson,28.0,False,None,a,17,3334,147,20733,0,9520,0,0.0,24.9,Jónsson,5
3,0,100,100,3,122187,0,0,0,0,0,3,4.0,0.0,0,Amer,0.0,18,0,373,False,1078,,2021-10-23T15:18:23.411365Z,50,0,0,0,122187.jpg,2.5,0,0,Ordagic,0.1,False,None,a,17,3334,42,23,0,40,0,0.0,8.4,Ordagic,0
